Acedamic percentage,Hours Studying per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system,self-learning capability,Extra-courses did,certifications,workshops,talenttests taken,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies,Type of company want to settle in,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour,Salary/work,hard/smart worker,Introvert,Suggested Job Role
65,10,2,1,6,1,yes,no,yes,machine learning,web technologies,yes,no,poor,excellent,parallel computing,Business process analyst,higherstudies,SAaS services,no,yes,Health,Work,gentle,salary,smart worker,yes,Accountant
92,10,8,1,6,9,yes,yes,no,information security,hacking,yes,yes,excellent,excellent,cloud computing,security,higherstudies,Finance,yes,yes,Health,salary,gentle,work,hard worker,no,Banker
74,5,6,4,8,4,yes,yes,no,information security,database security,no,no,medium,poor,networks,testing,job,Sales and Marketing,yes,no,Anthology,Work,stubborn,work,smart worker,yes,Doctor
85,5,8,1,7,9,no,yes,no,full stack,system designing,yes,yes,medium,medium,programming,system developer,job,Sales and Marketing,yes,yes,Childrens,salary,gentle,salary,smart worker,no,Game Developer
63,6,9,2,1,6,yes,yes,no,shell programming,system designing,yes,yes,poor,medium,IOT,Business process analyst,job,Finance,no,yes,Satire,salary,stubborn,work,smart worker,no,Lawyer
61,6,2,0,4,3,no,no,no,app development,system designing,no,yes,medium,excellent,programming,testing,job,SAaS services,no,yes,Science,Work,stubborn,salary,smart worker,yes,Lawyer
60,11,9,1,6,7,yes,no,yes,machine learning,cloud computing,yes,no,excellent,poor,networks,security,higherstudies,SAaS services,yes,yes,Guide,salary,gentle,work,smart worker,yes,Accountant
92,4,4,0,8,6,yes,no,yes,python,hacking,no,yes,poor,poor,data engineering,system developer,job,Cloud Services,no,yes,Horror,salary,stubborn,salary,smart worker,no,Banker
76,11,2,1,7,5,yes,yes,no,machine learning,cloud computing,yes,no,excellent,poor,Software Engineering,system developer,higherstudies,Finance,no,yes,Travel,salary,gentle,salary,hard worker,no,Business Owner
87,6,9,1,2,5,yes,yes,no,app development,hacking,no,yes,poor,excellent,parallel computing,developer,job,Web Services,yes,no,Horror,salary,gentle,work,hard worker,no,Banker
67,5,3,0,5,1,yes,no,no,hadoop,system designing,yes,yes,excellent,poor,data engineering,Business process analyst,job,Sales and Marketing,no,no,Dictionaries,Work,stubborn,work,hard worker,yes,Software Engineer
69,4,2,5,8,3,no,no,no,r programming,data science,yes,yes,excellent,excellent,data engineering,cloud computing,higherstudies,Sales and Marketing,no,yes,Fantasy,salary,stubborn,work,smart worker,yes,Accountant
72,7,3,5,4,9,yes,yes,no,hadoop,system designing,yes,no,excellent,poor,networks,testing,job,Product based,no,yes,Trilogy,salary,gentle,salary,hard worker,yes,Business Owner
88,12,7,5,3,2,yes,no,no,hadoop,game development,no,yes,poor,poor,cloud computing,cloud computing,job,Cloud Services,no,no,Science,salary,stubborn,work,hard worker,no,Scientist
60,4,2,5,5,1,no,yes,yes,information security,data science,yes,no,poor,medium,Software Engineering,Business process analyst,higherstudies,Testing and Maintainance Services,no,no,Childrens,Work,gentle,salary,hard worker,no,Software Engineer
66,7,8,6,2,8,yes,yes,no,distro making,hacking,yes,yes,excellent,excellent,programming,security,job,BPA,yes,yes,Anthology,Work,stubborn,work,hard worker,no,Software Engineer
64,11,6,0,6,1,yes,no,yes,full stack,data science,no,yes,medium,excellent,data engineering,Business process analyst,job,Finance,yes,no,Science,Work,stubborn,work,smart worker,no,Lawyer
74,7,1,0,4,5,yes,yes,no,full stack,database security,no,yes,medium,poor,programming,developer,higherstudies,product development,no,no,Comics,Work,gentle,work,hard worker,no,Doctor
90,6,4,6,9,4,no,yes,yes,python,web technologies,yes,yes,medium,poor,hacking,developer,job,product development,yes,no,Religion-Spirituality,salary,stubborn,work,hard worker,no,Scientist
62,6,9,3,1,6,yes,no,yes,shell programming,testing,no,no,medium,poor,parallel computing,security,job,Finance,no,no,Biographies,salary,stubborn,work,hard worker,no,Software Engineer
60,4,5,2,8,9,no,no,no,hadoop,cloud computing,yes,no,poor,medium,parallel computing,testing,job,Service Based,yes,no,Mystery,salary,gentle,salary,hard worker,yes,Accountant
92,10,8,3,1,1,no,no,yes,hadoop,system designing,no,yes,poor,medium,Computer Architecture,developer,job,Product based,yes,yes,Biographies,salary,gentle,salary,hard worker,no,Game Developer
77,8,4,4,1,8,no,no,yes,hadoop,game development,no,no,poor,excellent,cloud computing,Business process analyst,higherstudies,Web Services,yes,no,Encyclopedias,salary,stubborn,salary,smart worker,yes,Stock Investor
76,11,8,4,6,4,yes,no,no,distro making,testing,no,no,poor,medium,cloud computing,Business process analyst,job,SAaS services,yes,no,Horror,Work,stubborn,salary,hard worker,yes,Stock Investor
71,8,3,6,6,5,no,yes,yes,full stack,game development,no,yes,excellent,poor,IOT,security,job,product development,no,yes,History,Work,stubborn,work,hard worker,no,Accountant
69,12,9,6,3,2,yes,yes,no,hadoop,system designing,no,no,poor,poor,programming,Business process analyst,higherstudies,Finance,yes,yes,Travel,Work,gentle,salary,smart worker,yes,Lawyer
64,12,7,4,3,7,no,yes,no,information security,web technologies,yes,no,excellent,medium,programming,developer,job,Testing and Maintainance Services,yes,no,Biographies,salary,gentle,work,smart worker,no,Software Engineer
72,9,3,1,2,9,yes,no,no,full stack,system designing,yes,yes,excellent,medium,cloud computing,testing,job,Testing and Maintainance Services,no,yes,Satire,Work,gentle,work,hard worker,no,Business Owner
91,7,7,3,9,7,no,no,no,app development,web technologies,no,no,excellent,poor,data engineering,Business process analyst,higherstudies,Web Services,no,no,Guide,salary,stubborn,salary,hard worker,no,Banker
62,11,8,1,4,2,no,yes,no,information security,data science,yes,yes,medium,medium,cloud computing,Business process analyst,higherstudies,Finance,yes,yes,Guide,salary,gentle,work,smart worker,yes,Accountant
61,12,1,6,2,5,no,no,yes,full stack,system designing,no,no,medium,poor,Computer Architecture,Business process analyst,job,Testing and Maintainance Services,no,yes,Fantasy,Work,stubborn,salary,hard worker,yes,Accountant
87,7,3,0,2,9,yes,no,yes,shell programming,data science,yes,no,excellent,medium,programming,security,job,Web Services,yes,yes,Mystery,Work,gentle,salary,hard worker,no,Banker
60,12,4,1,9,8,yes,yes,no,app development,game development,yes,no,poor,medium,programming,system developer,job,Testing and Maintainance Services,yes,no,Action and Adventure,salary,stubborn,work,smart worker,no,Software Engineer
60,7,7,4,6,1,yes,no,yes,app development,data science,no,yes,medium,poor,IOT,developer,job,Finance,no,yes,History,salary,stubborn,salary,hard worker,yes,Accountant
75,8,8,4,6,6,yes,no,yes,information security,data science,no,no,medium,poor,Software Engineering,system developer,job,product development,no,yes,Childrens,salary,stubborn,work,smart worker,no,Doctor
66,5,3,4,5,2,no,no,no,machine learning,database security,yes,no,poor,excellent,IOT,system developer,job,Testing and Maintainance Services,no,yes,Travel,salary,stubborn,work,smart worker,yes,Lawyer
64,11,1,1,8,3,no,yes,no,app development,hacking,yes,yes,poor,excellent,programming,Business process analyst,higherstudies,Sales and Marketing,yes,no,Health,salary,gentle,work,hard worker,no,Accountant
80,9,2,6,3,5,no,no,yes,r programming,database security,yes,yes,excellent,poor,networks,testing,job,Testing and Maintainance Services,yes,yes,Guide,Work,gentle,salary,smart worker,yes,Stock Investor
66,7,1,0,4,7,no,no,yes,full stack,hacking,no,yes,excellent,poor,data engineering,security,job,SAaS services,yes,yes,Health,salary,stubborn,work,hard worker,no,Accountant
85,8,2,6,6,3,yes,no,yes,r programming,system designing,yes,no,excellent,medium,parallel computing,security,higherstudies,Cloud Services,yes,no,Science,salary,gentle,salary,smart worker,no,Scientist
84,5,7,0,4,3,yes,yes,no,information security,system designing,no,yes,poor,poor,programming,testing,job,Sales and Marketing,no,no,Travel,salary,gentle,salary,smart worker,yes,Scientist
74,5,8,1,8,3,yes,no,yes,app development,cloud computing,yes,no,poor,excellent,cloud computing,system developer,job,Testing and Maintainance Services,yes,no,Mystery,Work,gentle,work,smart worker,no,Stock Investor
61,4,9,5,8,4,yes,yes,yes,full stack,hacking,yes,no,poor,medium,parallel computing,security,higherstudies,Product based,no,yes,Self help,salary,gentle,salary,hard worker,yes,Lawyer
64,4,5,5,6,4,no,no,yes,machine learning,system designing,no,yes,excellent,medium,cloud computing,Business process analyst,job,SAaS services,yes,no,Satire,Work,stubborn,salary,hard worker,yes,Lawyer
79,9,8,3,9,8,no,yes,no,python,hacking,no,yes,medium,medium,cloud computing,testing,higherstudies,Finance,no,no,History,Work,gentle,salary,smart worker,no,Stock Investor
85,11,1,0,7,1,yes,yes,yes,shell programming,cloud computing,no,no,medium,poor,programming,system developer,job,Testing and Maintainance Services,no,yes,Autobiographies,Work,stubborn,salary,hard worker,yes,Game Developer
94,8,2,1,7,5,yes,no,no,distro making,hacking,yes,no,excellent,medium,programming,developer,higherstudies,BPA,no,yes,Series,Work,stubborn,salary,smart worker,yes,Scientist
88,12,4,2,2,1,yes,yes,yes,app development,database security,yes,no,poor,poor,Management,developer,job,Web Services,yes,no,Series,Work,stubborn,salary,hard worker,no,Scientist
90,12,7,0,4,3,no,no,yes,hadoop,hacking,no,yes,medium,medium,hacking,testing,higherstudies,Testing and Maintainance Services,no,no,Drama,Work,gentle,work,hard worker,no,Banker
76,8,9,6,8,5,no,yes,no,python,web technologies,yes,yes,poor,poor,parallel computing,developer,higherstudies,Web Services,no,yes,Biographies,salary,gentle,salary,smart worker,no,Doctor
73,11,4,0,3,5,no,yes,yes,machine learning,system designing,no,no,excellent,medium,Computer Architecture,security,job,Product based,no,yes,Horror,Work,gentle,salary,hard worker,yes,Stock Investor
92,12,8,5,4,3,no,yes,yes,distro making,testing,no,yes,poor,poor,hacking,testing,job,BPA,no,yes,Childrens,Work,stubborn,work,smart worker,yes,Game Developer
88,7,4,2,2,9,yes,yes,yes,shell programming,web technologies,yes,no,poor,poor,data engineering,testing,job,Service Based,no,no,Romance,salary,stubborn,salary,hard worker,yes,Scientist
69,7,2,0,3,4,no,yes,no,distro making,game development,yes,no,excellent,medium,Software Engineering,system developer,higherstudies,BPA,no,yes,Health,Work,stubborn,work,hard worker,no,Accountant
84,6,8,5,5,2,no,no,yes,full stack,game development,yes,no,medium,excellent,hacking,testing,higherstudies,Product based,no,no,Encyclopedias,salary,stubborn,salary,hard worker,no,Banker
89,11,9,0,9,9,no,yes,no,distro making,database security,no,no,poor,excellent,hacking,cloud computing,higherstudies,Product based,yes,no,Fantasy,salary,gentle,work,smart worker,yes,Banker
89,9,7,1,7,6,no,no,yes,full stack,database security,yes,no,medium,medium,IOT,Business process analyst,job,Cloud Services,no,no,Fantasy,Work,stubborn,work,smart worker,no,Banker
67,10,8,4,1,4,yes,yes,yes,information security,game development,yes,yes,excellent,poor,programming,developer,job,BPA,yes,yes,Self help,salary,stubborn,work,smart worker,yes,Lawyer
91,4,6,6,6,2,no,yes,no,app development,game development,yes,no,excellent,poor,parallel computing,testing,job,Testing and Maintainance Services,yes,yes,Prayer books,salary,gentle,salary,hard worker,yes,Scientist
94,8,9,6,5,9,no,no,yes,distro making,web technologies,no,no,excellent,excellent,Software Engineering,Business process analyst,higherstudies,Finance,no,no,Guide,salary,stubborn,work,hard worker,yes,Banker
80,10,8,2,5,5,yes,yes,yes,full stack,testing,yes,yes,excellent,poor,Software Engineering,security,job,Testing and Maintainance Services,no,yes,Cookbooks,Work,stubborn,salary,smart worker,no,Doctor
72,5,2,6,6,9,yes,yes,no,full stack,database security,no,yes,medium,excellent,Management,testing,higherstudies,Cloud Services,no,yes,Science,salary,stubborn,work,hard worker,yes,Business Owner
65,7,1,6,2,3,yes,yes,yes,full stack,database security,yes,no,excellent,poor,hacking,Business process analyst,higherstudies,Service Based,yes,yes,Health,salary,stubborn,work,smart worker,yes,Accountant
79,8,4,4,4,8,yes,yes,no,information security,testing,yes,no,excellent,poor,parallel computing,developer,higherstudies,Service Based,yes,yes,Anthology,salary,gentle,salary,smart worker,no,Doctor
91,7,1,3,4,5,yes,yes,yes,full stack,cloud computing,no,yes,poor,medium,networks,security,higherstudies,Finance,no,no,Trilogy,Work,stubborn,work,smart worker,no,Scientist
81,12,7,5,1,4,yes,yes,no,information security,testing,yes,no,excellent,poor,parallel computing,Business process analyst,higherstudies,Testing and Maintainance Services,no,no,Diaries,salary,stubborn,salary,smart worker,yes,Doctor
86,9,3,0,7,9,yes,no,yes,app development,data science,no,yes,poor,poor,data engineering,developer,job,Web Services,no,no,Self help,salary,gentle,work,smart worker,no,Scientist
91,9,7,3,8,7,no,yes,no,full stack,game development,yes,yes,medium,excellent,Software Engineering,testing,job,Product based,yes,no,Mystery,salary,gentle,work,hard worker,yes,Banker
60,11,7,4,1,1,no,no,yes,python,web technologies,no,yes,medium,medium,hacking,cloud computing,higherstudies,product development,yes,yes,Horror,salary,gentle,salary,smart worker,no,Accountant
80,10,1,3,5,7,no,yes,no,information security,cloud computing,no,no,poor,poor,Computer Architecture,system developer,job,BPA,no,no,Horror,salary,gentle,work,hard worker,no,Stock Investor
89,4,6,6,8,4,no,yes,no,shell programming,web technologies,yes,no,medium,poor,programming,system developer,job,Cloud Services,yes,yes,Autobiographies,Work,stubborn,work,hard worker,no,Game Developer
92,9,5,1,8,5,yes,no,no,hadoop,data science,no,no,medium,excellent,data engineering,system developer,job,Sales and Marketing,yes,yes,Autobiographies,Work,gentle,work,smart worker,no,Game Developer
64,8,9,3,6,7,no,yes,yes,r programming,data science,yes,no,medium,medium,Software Engineering,security,job,product development,no,no,Trilogy,salary,gentle,salary,hard worker,yes,Lawyer
91,8,4,5,8,3,no,no,yes,machine learning,data science,yes,yes,medium,poor,IOT,testing,higherstudies,BPA,yes,no,Health,salary,gentle,work,hard worker,no,Banker
67,6,6,0,2,2,yes,yes,no,r programming,hacking,no,yes,medium,excellent,networks,cloud computing,higherstudies,BPA,yes,yes,Art,Work,gentle,work,hard worker,yes,Software Engineer
66,10,7,3,5,7,yes,yes,yes,distro making,data science,yes,yes,poor,excellent,cloud computing,security,job,Cloud Services,no,yes,Journals,salary,gentle,salary,hard worker,yes,Accountant
80,7,7,0,3,1,no,yes,yes,app development,database security,no,no,excellent,excellent,hacking,developer,higherstudies,Service Based,yes,no,Journals,salary,stubborn,salary,hard worker,yes,Stock Investor
94,4,7,2,9,7,yes,yes,yes,r programming,system designing,no,yes,excellent,poor,hacking,developer,higherstudies,Sales and Marketing,yes,no,Mystery,Work,stubborn,work,hard worker,yes,Banker
76,5,9,6,6,8,no,no,no,app development,data science,yes,yes,poor,excellent,parallel computing,cloud computing,higherstudies,BPA,no,yes,Comics,salary,gentle,work,smart worker,no,Doctor
77,9,7,5,5,6,no,yes,no,shell programming,game development,yes,yes,medium,poor,parallel computing,security,higherstudies,SAaS services,yes,yes,Dictionaries,Work,gentle,salary,smart worker,yes,Doctor
89,10,8,1,9,4,no,yes,no,app development,web technologies,no,yes,excellent,excellent,parallel computing,cloud computing,job,Sales and Marketing,yes,yes,Journals,Work,gentle,salary,smart worker,yes,Banker
93,8,8,6,3,6,no,yes,no,full stack,web technologies,no,yes,poor,poor,hacking,system developer,higherstudies,Web Services,yes,no,Journals,Work,gentle,work,hard worker,yes,Banker
93,4,4,1,9,6,yes,yes,yes,information security,hacking,no,no,excellent,poor,data engineering,security,job,Finance,no,no,Anthology,salary,gentle,salary,hard worker,no,Game Developer
71,5,7,4,6,4,no,no,no,app development,database security,no,no,excellent,excellent,networks,cloud computing,job,SAaS services,no,no,Anthology,salary,stubborn,work,hard worker,yes,Doctor
92,12,4,5,3,6,no,no,no,distro making,testing,yes,no,poor,medium,IOT,Business process analyst,job,Finance,no,no,Mystery,salary,stubborn,salary,hard worker,yes,Banker
87,7,1,2,5,2,no,no,no,python,web technologies,no,yes,medium,excellent,data engineering,cloud computing,job,Finance,no,yes,Science fiction,salary,gentle,work,hard worker,yes,Scientist
77,8,8,4,1,6,no,yes,no,distro making,data science,no,no,excellent,medium,hacking,system developer,job,Finance,yes,yes,Diaries,Work,gentle,work,hard worker,yes,Doctor
