SL NO,GENDER,HIN,ENG,MATH,GEO,HIST,SCIENCE,BIO,HOBBY,INTEREST,SPORTS,ACHIEVEMENTS,LANGUAGE,AVG,STREAM
43949,Male,50,81,62,74,60,69,81,Sports,Programming,Table Tennis,Science fair winner,English,68.14285714285714,Sports
11675,Male,67,46,98,77,71,57,69,Sports,Music,Basketball,Science fair winner,Hindi,69.28571428571429,Sports
81871,Male,87,51,81,99,95,85,42,Sports,Cooking,Swimming,Debate competition winner,English,77.14285714285714,Sports
11366,Male,78,52,99,82,86,89,50,Sports,Art,Cricket,Debate competition winner,Hindi,76.57142857142857,Sports
28470,Male,73,47,93,43,91,82,48,Sports,Art,Volleyball,Chess competition winner,Hindi,68.14285714285714,Sports
75755,Male,87,42,72,41,76,44,88,Sports,Science,Athletics,Art competition winner,Hindi,64.28571428571429,Sports
50968,Female,72,82,63,63,50,98,54,Sports,Programming,Football,Music competition winner,Hindi,68.85714285714286,Sports
45927,Male,96,46,44,52,77,58,60,Sports,Music,Swimming,Art competition winner,English,61.857142857142854,Sports
84241,Female,57,57,50,51,46,58,57,Sports,Cooking,Football,Dance competition winner,Hindi,53.714285714285715,Sports
74307,Female,96,66,46,49,49,54,54,Sports,Cooking,Cricket,Art competition winner,Hindi,59.142857142857146,Sports
25550,Female,85,71,47,96,68,98,60,Sports,Art,Swimming,Debate competition winner,English,75.0,Sports
33453,Female,50,69,60,91,74,80,80,Sports,Cooking,Volleyball,Dance competition winner,English,72.0,Sports
42416,Female,71,58,45,92,63,76,48,Sports,Science,Tennis,Music competition winner,English,64.71428571428571,Sports
10809,Male,79,76,67,48,42,74,60,Sports,Music,Table Tennis,Music competition winner,English,63.714285714285715,Sports
84603,Female,57,91,51,79,54,82,63,Sports,Photography,Athletics,Chess competition winner,Hindi,68.14285714285714,Sports
11296,Male,50,90,67,80,81,81,75,Sports,Music,Table Tennis,Science fair winner,Hindi,74.85714285714286,Sports
80396,Female,61,78,41,74,59,47,77,Sports,Art,Tennis,Art competition winner,English,62.42857142857143,Sports
43214,Male,89,97,75,52,46,65,72,Sports,Cooking,Table Tennis,Math Olympiad winner,English,70.85714285714286,Sports
33569,Female,60,96,77,47,100,56,75,Sports,Science,Football,Dance competition winner,Hindi,73.0,Sports
29174,Female,77,78,100,57,72,70,98,Sports,History,Basketball,Chess competition winner,English,78.85714285714286,Sports
76599,Female,72,65,51,58,57,54,46,Gardening,Programming,Cricket,Dance competition winner,Hindi,57.57142857142857,Sports
98559,Female,84,99,80,57,83,62,42,Sports,Cooking,Table Tennis,Athletics competition winner,English,72.42857142857143,Sports
54251,Male,91,94,42,85,84,62,41,Sports,Music,Cricket,Art competition winner,Hindi,71.28571428571429,Sports
76441,Male,76,85,50,48,43,75,75,Sports,History,Volleyball,Athletics competition winner,Hindi,64.57142857142857,Sports
9324,Male,88,40,99,55,55,62,87,Sports,Science,Swimming,Math Olympiad winner,Hindi,69.42857142857143,Sports
52173,Female,72,53,54,66,44,94,88,Sports,History,Tennis,Chess competition winner,Hindi,67.28571428571429,Sports
39581,Female,88,69,89,50,96,69,54,Sports,Music,Athletics,Chess competition winner,Hindi,73.57142857142857,Sports
95038,Female,73,88,96,59,56,54,75,Sports,History,Tennis,Athletics competition winner,English,71.57142857142857,Sports
98093,Female,97,93,60,42,78,54,77,Sports,Dance,Table Tennis,Science fair winner,English,71.57142857142857,Sports
56908,Male,87,81,90,70,61,68,76,Sports,Dance,Table Tennis,Athletics competition winner,English,76.14285714285714,Sports
83324,Female,80,53,77,56,55,89,41,Sports,Programming,Basketball,Music competition winner,English,64.42857142857143,Sports
3826,Female,99,92,92,100,45,57,94,Sports,History,Cricket,Music competition winner,English,82.71428571428571,Sports
15509,Male,89,82,97,94,68,66,60,Sports,Photography,Volleyball,Music competition winner,Hindi,79.42857142857143,Sports
59080,Female,59,41,43,100,92,59,40,Photography,Photography,Athletics,Science fair winner,English,62.0,Sports
42379,Male,62,96,94,72,78,95,51,Sports,Programming,Football,Debate competition winner,English,78.28571428571429,Sports
33641,Female,50,78,49,50,75,54,73,Sports,History,Tennis,Debate competition winner,Hindi,61.285714285714285,Sports
95837,Male,84,50,83,54,89,73,69,Sports,Programming,Tennis,Athletics competition winner,Hindi,71.71428571428571,Sports
30963,Male,95,100,72,51,89,77,67,Sports,Music,Table Tennis,Art competition winner,English,78.71428571428571,Sports
30456,Male,62,64,58,46,93,90,52,Sports,Art,Cricket,Chess competition winner,English,66.42857142857143,Sports
66853,Male,46,78,74,41,95,67,62,Sports,Programming,Basketball,Music competition winner,English,66.14285714285714,Sports
23401,Male,45,80,99,70,48,63,52,Sports,Science,Table Tennis,Dance competition winner,Hindi,65.28571428571429,Sports
49540,Female,90,99,96,82,84,53,76,Sports,Art,Football,Chess competition winner,English,82.85714285714286,Sports
72527,Male,44,81,57,75,46,74,40,Sports,Photography,Cricket,Music competition winner,Hindi,59.57142857142857,Sports
51765,Male,56,93,51,61,77,55,99,Sports,Photography,Swimming,Debate competition winner,English,70.28571428571429,Sports
40705,Male,68,76,95,71,89,55,78,Sports,Dance,Football,Athletics competition winner,English,76.0,Sports
16161,Male,49,93,51,99,75,68,85,Sports,Music,Swimming,Debate competition winner,Hindi,74.28571428571429,Sports
45069,Male,71,51,80,62,53,44,72,Sports,Music,Table Tennis,Science fair winner,Hindi,61.857142857142854,Sports
98197,Male,93,69,86,67,97,96,56,Sports,Cooking,Football,Math Olympiad winner,Hindi,80.57142857142857,Sports
75475,Female,41,50,45,72,84,51,66,Sports,Dance,Athletics,Music competition winner,Hindi,58.42857142857143,Sports
80383,Male,51,90,83,68,93,69,42,Sports,Programming,Volleyball,Art competition winner,Hindi,70.85714285714286,Sports
70928,Male,68,63,93,51,81,50,77,Sports,Programming,Basketball,Dance competition winner,Hindi,69.0,Sports
26979,Male,67,46,69,71,61,95,41,Sports,Art,Athletics,Art competition winner,Hindi,64.28571428571429,Sports
83956,Male,65,73,49,85,54,94,83,Sports,History,Volleyball,Science fair winner,Hindi,71.85714285714286,Sports
75433,Female,72,70,59,60,56,70,53,Sports,History,Football,Dance competition winner,Hindi,62.857142857142854,Sports
17448,Female,68,89,76,53,99,99,68,Sports,Art,Table Tennis,Dance competition winner,English,78.85714285714286,Sports
92585,Male,47,50,98,90,76,72,45,Sports,Science,Table Tennis,Dance competition winner,Hindi,68.28571428571429,Sports
47258,Male,85,98,77,89,90,49,88,Sports,Dance,Cricket,Math Olympiad winner,Hindi,82.28571428571429,Sports
37139,Female,92,66,48,68,87,45,45,Travelling,Music,Athletics,Debate competition winner,Hindi,64.42857142857143,Sports
64967,Female,75,85,60,56,68,57,91,Sports,Photography,Football,Art competition winner,English,70.28571428571429,Sports
39894,Male,81,75,48,82,64,41,61,Sports,Programming,Cricket,Music competition winner,English,64.57142857142857,Sports
8559,Female,98,97,87,88,40,65,47,Sports,Programming,Table Tennis,Chess competition winner,English,74.57142857142857,Sports
99631,Male,99,81,61,58,78,76,97,Sports,Art,Basketball,Chess competition winner,English,78.57142857142857,Sports
65110,Female,47,50,57,70,57,78,92,Sports,Cooking,Athletics,Chess competition winner,Hindi,64.42857142857143,Sports
26806,Male,77,63,40,61,71,43,91,Sports,Music,Swimming,Chess competition winner,Hindi,63.714285714285715,Sports
940,Female,68,40,54,90,70,82,78,Sports,History,Swimming,Dance competition winner,English,68.85714285714286,Sports
86796,Male,75,56,63,45,55,91,71,Sports,Music,Basketball,Debate competition winner,Hindi,65.14285714285714,Sports
46832,Female,72,94,51,89,83,65,44,Sports,History,Athletics,Art competition winner,Hindi,71.14285714285714,Sports
83225,Male,100,73,70,53,87,95,87,Sports,Art,Cricket,Art competition winner,Hindi,80.71428571428571,Sports
84774,Female,73,55,66,77,43,86,62,Sports,Photography,Football,Science fair winner,English,66.0,Sports
17386,Male,58,100,91,40,58,48,79,Sports,History,Swimming,Debate competition winner,English,67.71428571428571,Sports
26687,Female,60,72,66,67,54,64,97,Sports,Photography,Football,Science fair winner,English,68.57142857142857,Sports
18445,Female,86,48,58,74,48,56,51,Music,Dance,Swimming,Math Olympiad winner,English,60.142857142857146,Sports
10612,Male,72,81,79,93,97,57,94,Sports,Science,Athletics,Debate competition winner,Hindi,81.85714285714286,Sports
84290,Female,47,70,63,89,97,60,40,Sports,Photography,Volleyball,Dance competition winner,English,66.57142857142857,Sports
78263,Female,61,45,54,82,76,43,57,Gardening,Cooking,Cricket,Art competition winner,Hindi,59.714285714285715,Sports
78067,Male,90,57,49,93,87,65,53,Sports,Dance,Athletics,Math Olympiad winner,Hindi,70.57142857142857,Sports
52293,Male,67,53,84,88,60,49,78,Sports,Science,Cricket,Math Olympiad winner,Hindi,68.42857142857143,Sports
13167,Female,69,53,48,77,88,70,43,Sports,Music,Volleyball,Dance competition winner,Hindi,64.0,Sports
36698,Male,83,59,50,88,56,49,50,Reading,Programming,Football,Debate competition winner,English,62.142857142857146,Sports
28040,Female,94,44,46,75,96,45,41,Photography,Programming,Football,Athletics competition winner,English,63.0,Sports
3932,Female,63,40,57,40,90,43,59,Gardening,Cooking,Football,Athletics competition winner,English,56.0,Sports
57319,Male,93,76,95,65,70,58,81,Sports,History,Swimming,Debate competition winner,English,76.85714285714286,Sports
29383,Male,92,44,65,60,53,70,86,Sports,Science,Athletics,Science fair winner,Hindi,67.14285714285714,Sports
61306,Female,64,68,77,64,57,95,65,Sports,History,Cricket,Dance competition winner,Hindi,70.0,Sports
88299,Male,61,65,57,74,90,47,67,Sports,Science,Tennis,Science fair winner,Hindi,65.85714285714286,Sports
10164,Male,55,92,50,65,71,65,94,Sports,Science,Football,Debate competition winner,English,70.28571428571429,Sports
44683,Male,55,92,87,54,43,63,67,Sports,Photography,Athletics,Art competition winner,English,65.85714285714286,Sports
24225,Male,50,81,79,53,62,98,49,Sports,Science,Basketball,Dance competition winner,English,67.42857142857143,Sports
99967,Male,78,41,45,58,63,59,59,Reading,Dance,Volleyball,Debate competition winner,English,57.57142857142857,Sports
16118,Female,65,60,94,90,100,98,59,Sports,Music,Volleyball,Chess competition winner,Hindi,80.85714285714286,Sports
67036,Female,59,58,49,49,51,82,73,Sports,Cooking,Tennis,Chess competition winner,English,60.142857142857146,Sports
91805,Male,63,70,78,62,73,58,91,Sports,Dance,Tennis,Chess competition winner,English,70.71428571428571,Sports
4956,Female,78,45,65,59,55,73,89,Sports,Art,Swimming,Music competition winner,Hindi,66.28571428571429,Sports
21848,Male,72,53,53,99,74,43,52,Travelling,Cooking,Cricket,Science fair winner,Hindi,63.714285714285715,Sports
11848,Female,89,62,40,78,66,63,51,Sports,Dance,Tennis,Dance competition winner,Hindi,64.14285714285714,Sports
8278,Male,87,44,74,61,92,100,87,Sports,Art,Football,Music competition winner,Hindi,77.85714285714286,Sports
62041,Female,99,66,43,46,88,40,45,Drawing,Music,Basketball,Science fair winner,Hindi,61.0,Sports
57959,Female,80,84,93,91,47,57,83,Sports,Cooking,Football,Math Olympiad winner,English,76.42857142857143,Sports
3147,Male,86,61,41,66,63,58,53,Cooking,Music,Tennis,Athletics competition winner,Hindi,61.142857142857146,Sports
73356,Female,72,96,64,40,46,68,54,Sports,Cooking,Athletics,Dance competition winner,English,62.857142857142854,Sports
45941,Female,64,87,50,40,92,74,43,Sports,Programming,Table Tennis,Chess competition winner,English,64.28571428571429,Sports
34740,Female,85,76,44,100,46,53,90,Sports,Science,Football,Math Olympiad winner,English,70.57142857142857,Sports
95568,Male,66,87,59,64,60,46,82,Sports,Art,Swimming,Chess competition winner,Hindi,66.28571428571429,Sports
69425,Female,73,59,42,60,57,45,41,Cooking,Dance,Athletics,Chess competition winner,English,53.857142857142854,Sports
94441,Female,79,93,96,83,80,87,45,Sports,Programming,Swimming,Math Olympiad winner,Hindi,80.42857142857143,Sports
66514,Female,89,79,69,71,77,64,83,Sports,Music,Basketball,Dance competition winner,Hindi,76.0,Sports
34715,Male,94,97,68,90,47,55,62,Sports,Programming,Basketball,Athletics competition winner,English,73.28571428571429,Sports
96117,Female,83,81,71,61,73,81,77,Sports,Photography,Athletics,Debate competition winner,Hindi,75.28571428571429,Sports
10483,Female,54,51,49,59,76,41,41,Reading,Cooking,Volleyball,Music competition winner,English,53.0,Sports
13684,Female,43,79,47,100,85,47,80,Sports,Art,Athletics,Science fair winner,Hindi,68.71428571428571,Sports
48693,Male,99,63,44,80,61,90,56,Sports,Cooking,Volleyball,Science fair winner,Hindi,70.42857142857143,Sports
47772,Female,47,91,53,69,61,70,97,Sports,Dance,Volleyball,Music competition winner,English,69.71428571428571,Sports
52318,Male,88,65,83,94,47,73,40,Sports,Art,Tennis,Chess competition winner,Hindi,70.0,Sports
63931,Female,71,68,41,97,78,54,54,Photography,Cooking,Athletics,Music competition winner,English,66.14285714285714,Sports
20121,Male,46,94,56,47,41,72,69,Sports,Photography,Table Tennis,Debate competition winner,English,60.714285714285715,Sports
11437,Female,72,63,43,90,71,68,76,Sports,History,Cricket,Art competition winner,Hindi,69.0,Sports
90132,Female,41,48,81,95,76,90,56,Sports,Photography,Tennis,Athletics competition winner,English,69.57142857142857,Sports
61155,Male,42,64,81,66,58,73,75,Sports,Programming,Table Tennis,Debate competition winner,Hindi,65.57142857142857,Sports
54983,Male,74,54,46,55,99,46,52,Music,Science,Tennis,Music competition winner,English,60.857142857142854,Sports
76062,Male,82,96,45,42,43,63,63,Sports,Art,Volleyball,Debate competition winner,Hindi,62.0,Sports
90277,Female,72,65,64,72,97,80,70,Sports,Dance,Swimming,Science fair winner,Hindi,74.28571428571429,Sports
80051,Male,87,100,49,94,63,47,73,Sports,History,Football,Science fair winner,Hindi,73.28571428571429,Sports
24959,Female,74,55,97,86,76,66,84,Sports,History,Swimming,Science fair winner,Hindi,76.85714285714286,Sports
64264,Male,52,46,45,81,80,42,54,Cooking,History,Swimming,Dance competition winner,Hindi,57.142857142857146,Sports
32281,Female,56,56,51,55,85,57,54,Gardening,Science,Basketball,Athletics competition winner,English,59.142857142857146,Sports
87671,Female,87,89,76,76,49,50,75,Sports,Art,Volleyball,Chess competition winner,English,71.71428571428571,Sports
75413,Female,97,79,49,54,91,88,44,Sports,Photography,Athletics,Chess competition winner,English,71.71428571428571,Sports
63498,Male,78,51,41,50,71,61,44,Sports,Cooking,Cricket,Dance competition winner,English,56.57142857142857,Sports
15668,Female,80,92,96,51,62,84,50,Sports,Science,Tennis,Music competition winner,English,73.57142857142857,Sports
62813,Male,98,83,100,88,98,73,82,Sports,Dance,Athletics,Chess competition winner,Hindi,88.85714285714286,Sports
72100,Female,75,48,41,78,63,54,47,Travelling,Art,Volleyball,Math Olympiad winner,Hindi,58.0,Sports
75300,Male,77,80,51,97,64,74,100,Sports,Dance,Athletics,Debate competition winner,English,77.57142857142857,Sports
55560,Female,66,86,87,55,89,67,69,Sports,Dance,Volleyball,Dance competition winner,Hindi,74.14285714285714,Sports
91542,Female,78,82,59,96,72,61,59,Sports,Music,Tennis,Music competition winner,Hindi,72.42857142857143,Sports
50730,Male,76,94,94,59,45,71,94,Sports,Science,Athletics,Art competition winner,English,76.14285714285714,Sports
43685,Female,90,47,47,50,47,56,46,Gardening,Music,Tennis,Dance competition winner,English,54.714285714285715,Sports
88172,Male,60,73,97,92,94,46,75,Sports,Dance,Cricket,Chess competition winner,Hindi,76.71428571428571,Sports
70127,Male,52,98,54,47,62,57,68,Sports,Cooking,Table Tennis,Music competition winner,English,62.57142857142857,Sports
67749,Male,94,92,78,53,90,100,49,Sports,Art,Table Tennis,Debate competition winner,Hindi,79.42857142857143,Sports
77214,Female,40,44,63,57,88,94,47,Sports,Cooking,Swimming,Music competition winner,English,61.857142857142854,Sports
70105,Male,97,86,51,93,73,68,57,Sports,Music,Tennis,Athletics competition winner,Hindi,75.0,Sports
8943,Male,47,81,55,59,52,86,94,Sports,Art,Basketball,Athletics competition winner,English,67.71428571428571,Sports
7660,Female,84,54,52,52,73,92,45,Sports,Dance,Basketball,Music competition winner,Hindi,64.57142857142857,Sports
21082,Female,76,58,43,87,90,44,57,Reading,Cooking,Swimming,Art competition winner,Hindi,65.0,Sports
76421,Female,54,90,81,92,84,81,52,Sports,Programming,Athletics,Music competition winner,Hindi,76.28571428571429,Sports
43194,Female,98,53,66,94,84,67,57,Sports,Photography,Volleyball,Math Olympiad winner,English,74.14285714285714,Sports
20927,Female,83,56,57,90,41,45,52,Music,Music,Football,Music competition winner,English,60.57142857142857,Sports
81481,Male,49,51,94,46,40,83,71,Sports,Art,Table Tennis,Athletics competition winner,Hindi,62.0,Sports
54476,Female,86,43,67,87,49,84,53,Sports,Dance,Table Tennis,Science fair winner,English,67.0,Sports
97221,Male,52,96,96,40,86,92,72,Sports,Music,Athletics,Math Olympiad winner,Hindi,76.28571428571429,Sports
63279,Female,67,60,55,89,69,79,96,Sports,Programming,Athletics,Debate competition winner,English,73.57142857142857,Sports
55837,Male,99,57,65,43,64,45,71,Sports,Music,Cricket,Dance competition winner,English,63.42857142857143,Sports
87498,Male,52,97,71,62,92,94,51,Sports,Programming,Cricket,Chess competition winner,Hindi,74.14285714285714,Sports
11671,Female,54,86,73,70,53,89,48,Sports,Dance,Swimming,Athletics competition winner,Hindi,67.57142857142857,Sports
28795,Female,56,58,54,59,90,97,75,Sports,Cooking,Swimming,Music competition winner,English,69.85714285714286,Sports
92213,Female,80,63,71,47,42,61,42,Sports,Dance,Cricket,Science fair winner,English,58.0,Sports
34172,Male,100,79,98,55,100,49,87,Sports,Science,Basketball,Art competition winner,English,81.14285714285714,Sports
61310,Male,94,95,57,51,82,65,85,Sports,Programming,Basketball,Dance competition winner,Hindi,75.57142857142857,Sports
33290,Male,47,100,88,56,58,64,89,Sports,Science,Volleyball,Math Olympiad winner,English,71.71428571428571,Sports
82014,Male,88,57,54,52,75,44,56,Gardening,Art,Athletics,Dance competition winner,English,60.857142857142854,Sports
6668,Male,95,70,60,56,62,81,71,Sports,Photography,Athletics,Debate competition winner,Hindi,70.71428571428571,Sports
77163,Female,91,51,81,88,54,50,71,Sports,Dance,Volleyball,Athletics competition winner,English,69.42857142857143,Sports
47074,Male,96,64,84,85,60,44,89,Sports,Art,Cricket,Dance competition winner,English,74.57142857142857,Sports
14032,Male,98,55,81,94,62,97,56,Sports,Cooking,Football,Math Olympiad winner,Hindi,77.57142857142857,Sports
17384,Female,56,88,51,99,43,79,83,Sports,Music,Tennis,Chess competition winner,English,71.28571428571429,Sports
47289,Female,53,83,92,91,64,59,100,Sports,Programming,Football,Chess competition winner,English,77.42857142857143,Sports
87485,Male,46,67,88,62,69,88,52,Sports,History,Basketball,Dance competition winner,Hindi,67.42857142857143,Sports
18334,Male,78,45,88,55,99,52,78,Sports,Photography,Cricket,Science fair winner,English,70.71428571428571,Sports
56823,Female,75,65,55,83,68,47,47,Sports,Cooking,Athletics,Dance competition winner,Hindi,62.857142857142854,Sports
46017,Male,66,86,53,52,64,73,91,Sports,Music,Athletics,Art competition winner,English,69.28571428571429,Sports
29063,Female,67,90,41,55,63,63,42,Sports,Science,Cricket,Chess competition winner,English,60.142857142857146,Sports
43941,Male,53,41,45,45,64,53,45,Photography,Cooking,Football,Math Olympiad winner,English,49.42857142857143,Sports
68621,Female,84,83,75,49,95,44,82,Sports,History,Table Tennis,Chess competition winner,English,73.14285714285714,Sports
82131,Male,89,63,62,82,80,62,49,Sports,Science,Table Tennis,Math Olympiad winner,English,69.57142857142857,Sports
5279,Male,89,62,66,58,80,54,64,Sports,Cooking,Cricket,Chess competition winner,English,67.57142857142857,Sports
64237,Female,70,61,47,44,93,41,59,Sports,Science,Football,Music competition winner,English,59.285714285714285,Sports
95194,Female,76,45,43,73,80,86,57,Sports,History,Table Tennis,Science fair winner,English,65.71428571428571,Sports
22760,Female,50,42,56,81,71,47,93,Sports,Cooking,Basketball,Athletics competition winner,English,62.857142857142854,Sports
6962,Female,97,83,51,45,48,97,61,Sports,History,Swimming,Dance competition winner,Hindi,68.85714285714286,Sports
98600,Male,58,40,53,41,51,57,49,Gardening,Dance,Tennis,Math Olympiad winner,English,49.857142857142854,Sports
35480,Male,42,82,68,56,75,64,50,Sports,Music,Table Tennis,Art competition winner,English,62.42857142857143,Sports
52813,Female,82,60,56,55,52,47,54,Drawing,History,Basketball,Science fair winner,Hindi,58.0,Sports
87608,Female,86,47,49,97,81,48,43,Cooking,Photography,Table Tennis,Art competition winner,English,64.42857142857143,Sports
80283,Male,62,42,52,62,77,42,73,Sports,Dance,Football,Athletics competition winner,English,58.57142857142857,Sports
4773,Female,96,53,52,77,80,53,62,Sports,Art,Football,Chess competition winner,English,67.57142857142857,Sports
53175,Male,95,96,70,43,51,97,94,Sports,History,Cricket,Music competition winner,English,78.0,Sports
14964,Male,81,52,46,47,89,58,67,Sports,Music,Cricket,Science fair winner,Hindi,62.857142857142854,Sports
69906,Male,87,95,53,96,79,62,91,Sports,History,Table Tennis,Chess competition winner,Hindi,80.42857142857143,Sports
