Acedamic percentage,Hours Studying per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability,Extra-courses did,certifications,talenttests taken,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour,Salary/work,hard/smart worker,Introvert,Suggested Job Role
89,7,4,0,3,1,no,no,Diploma in Accounting,yes,OfficeBased,excellent,medium,Financial Analytics and Data Visualization,International Taxation and Compliance,higherstudies,no,no,Guide,salary,gentle,work,hard worker,no,Accountant
91,7,7,2,8,6,yes,yes,Certificate in Laboratory Techniques,yes,Fieldwork,poor,excellent,The Structure of Scientific Revolutions,Research and Development,higherstudies,no,yes,Self help,salary,gentle,salary,hard worker,no,Scientist
61,9,6,0,2,1,no,no,Pharmacy Technician Certification (CPhT),yes,Fieldwork,excellent,poor,Pharmacology,Pharmaceutical Research and Development,job,yes,no,Mystery,Work,stubborn,work,smart worker,no,Pharmacy
83,7,5,2,5,4,no,no,Certificate in Media Production,no,Fieldwork,medium,excellent,Media Studies and Communication,Music Industry Management,job,yes,no,Horror,Work,gentle,work,smart worker,yes,Entertainment industry
93,7,7,0,8,8,no,yes,Coursera: Introduction to Research Methods,yes,OfficeBased,poor,medium,Lab Girl,Academic Research and Teaching,job,yes,no,Self help,salary,gentle,salary,smart worker,no,Scientist
66,9,3,6,1,2,no,yes,Pharmacy Technician Certification (CPhT),no,OfficeBased,medium,excellent,Pharmacology,Pharmaceutical Research and Development,job,no,no,Guide,Work,stubborn,salary,smart worker,yes,Pharmacy
65,8,7,6,3,6,yes,yes,Certificate in Banking and Finance,no,RemoteWork,excellent,medium,Corporate Finance,Private Wealth Management,job,no,no,Biographies,Work,stubborn,work,smart worker,no,Banker
83,6,2,3,9,1,no,yes,National Board Certification (NBC),yes,OfficeBased,excellent,poor,Educational Psychology,Educational Technology Specialist,job,yes,yes,Travel,salary,stubborn,work,smart worker,no,Teacher
91,7,8,5,1,4,yes,yes,Certificate in Laboratory Techniques,yes,Fieldwork,excellent,excellent,Lab Girl,Research and Development,higherstudies,no,no,Travel,Work,gentle,salary,smart worker,no,Scientist
84,12,3,1,8,1,no,no,Coursera: Foundations of Business Strategy,no,OfficeBased,medium,excellent,The Lean Startup,Management Consulting,job,yes,no,Drama,Work,gentle,work,hard worker,no,MBA
90,4,1,4,7,6,yes,no,Certified Accounting Technician (CAT),yes,Fieldwork,medium,medium,Forensic Accounting,Financial Planning and Analysis,higherstudies,yes,no,Guide,salary,stubborn,salary,hard worker,no,Accountant
79,12,1,1,1,4,yes,yes,AutoCAD Certification,yes,OfficeBased,excellent,excellent,Physics and Mechanics,Product Engineer,job,no,no,Biographies,Work,stubborn,salary,smart worker,yes,Engineer
82,10,2,0,1,4,no,no,Certificate in Business Administration,no,Fieldwork,poor,poor,The Lean Startup,Entrepreneurship and Startup Management,job,yes,yes,Fantasy,Work,gentle,work,smart worker,no,MBA
77,10,2,4,7,7,yes,no,Teaching Certificate/License,no,RemoteWork,poor,excellent,Educational Psychology,Education Policy and Advocacy,job,yes,yes,Romance,salary,gentle,work,smart worker,yes,Teacher
94,12,7,1,9,3,yes,no,Certified Fitness Trainer (CFT),no,RemoteWork,medium,excellent,Sports Science and Exercise Physiology,Sports Medicine and Athletic Training,higherstudies,no,yes,Cookbooks,Work,stubborn,work,hard worker,yes,Sports person
86,9,5,1,9,4,yes,no,Certificate in Laboratory Techniques,yes,Fieldwork,medium,medium,Lab Girl,Research and Development,higherstudies,no,yes,Self help,salary,stubborn,salary,hard worker,yes,Scientist
63,6,3,0,1,8,yes,no,Pharmacy Technician Certification (CPhT),yes,Fieldwork,excellent,excellent,Pharmacology,Pharmaceutical Research and Development,job,no,no,Mystery,salary,stubborn,salary,smart worker,no,Pharmacy
74,12,1,5,9,4,no,no,Certificate in Financial Markets,no,RemoteWork,poor,medium,The Intelligent Investor,Financial Analysis,job,no,yes,Horror,salary,stubborn,salary,hard worker,yes,Stock Investor
65,10,2,1,6,1,no,yes,Diploma in Pharmaceutical Sciences,yes,OfficeBased,poor,excellent,Pharmaceutical Chemistry,Clinical Pharmacy,higherstudies,no,yes,Health,Work,gentle,salary,smart worker,yes,Pharmacy
92,10,8,1,6,9,yes,no,Diploma in Accounting,yes,RemoteWork,excellent,excellent,Forensic Accounting,Financial Planning and Analysis,higherstudies,yes,yes,Health,salary,gentle,work,hard worker,no,Accountant
74,5,6,4,8,4,yes,no,Certificate in Legal Studies,no,OfficeBased,medium,poor,Constitutional Law,Litigation,job,yes,no,Anthology,Work,stubborn,work,smart worker,yes,Lawyer
85,5,8,1,7,9,yes,no,Certified SolidWorks Associate (CSWA),yes,OfficeBased,medium,medium,Physics and Mechanics,Artificial Intelligence and Machine Learning,job,yes,yes,Childrens,salary,gentle,salary,smart worker,no,Engineer
63,6,9,2,1,6,yes,no,Coursera: Introduction to Game Development,yes,Fieldwork,poor,medium,Unity in Action,Game Programming,job,no,yes,Satire,salary,stubborn,work,smart worker,no,Game Developer
61,6,2,0,4,3,no,no,Coursera: Introduction to Game Development,no,RemoteWork,medium,excellent,Unity in Action,Game Design,job,no,yes,Science,Work,stubborn,salary,smart worker,yes,Game Developer
60,11,9,1,6,7,no,yes,Diploma in Pharmaceutical Sciences,yes,Fieldwork,excellent,poor,Pharmacology,Clinical Pharmacy,higherstudies,yes,yes,Guide,salary,gentle,work,smart worker,yes,Pharmacy
92,4,4,0,8,6,no,yes,Diploma in Accounting,no,RemoteWork,poor,poor,Financial Analytics and Data Visualization,Financial Planning and Analysis,job,no,yes,Horror,salary,stubborn,salary,smart worker,no,Accountant
76,11,2,1,7,5,yes,no,Teaching Certificate/License,yes,Fieldwork,excellent,poor,Educational Psychology,Education Policy and Advocacy,higherstudies,no,yes,Travel,salary,gentle,salary,hard worker,no,Teacher
87,6,9,1,2,5,yes,no,Certified Accounting Technician (CAT),no,RemoteWork,poor,excellent,Financial Analytics and Data Visualization,International Taxation and Compliance,job,yes,no,Horror,salary,gentle,work,hard worker,no,Accountant
67,5,3,0,5,1,no,no,Certificate in Banking and Finance,yes,OfficeBased,excellent,poor,Corporate Finance,Investment Banking,job,no,no,Dictionaries,Work,stubborn,work,hard worker,yes,Banker
69,4,2,5,8,3,no,no,Certificate in Financial Markets,yes,OfficeBased,excellent,excellent,The Intelligent Investor,Portfolio Management,higherstudies,no,yes,Fantasy,salary,stubborn,work,smart worker,yes,Stock Investor
72,7,3,5,4,9,yes,no,Certified Nursing Assistant (CNA),yes,Fieldwork,excellent,poor,Human Anatomy and Physiology,Medical Research,job,no,yes,Trilogy,salary,gentle,salary,hard worker,yes,Doctor
88,12,7,5,3,2,no,no,Certificate in Laboratory Techniques,no,OfficeBased,poor,poor,Lab Girl,Academic Research and Teaching,job,no,no,Science,salary,stubborn,work,hard worker,no,Scientist
60,4,2,5,5,1,yes,yes,Associate Chartered Banker (ACIB),yes,Fieldwork,poor,medium,Financial Markets,Private Wealth Management,higherstudies,no,no,Childrens,Work,gentle,salary,hard worker,no,Banker
66,7,8,6,2,8,yes,no,Associate Chartered Banker (ACIB),yes,Fieldwork,excellent,excellent,Corporate Finance,Investment Banking,job,yes,yes,Anthology,Work,stubborn,work,hard worker,no,Banker
64,11,6,0,6,1,no,yes,Coursera: Introduction to Game Development,no,OfficeBased,medium,excellent,Game Programming Patterns,Game Design,job,yes,no,Science,Work,stubborn,work,smart worker,no,Game Developer
74,7,1,0,4,5,yes,no,Certificate in Legal Studies,no,Fieldwork,medium,poor,Constitutional Law,Corporate Law,higherstudies,no,no,Comics,Work,gentle,work,hard worker,no,Lawyer
90,6,4,6,9,4,yes,yes,Coursera: Introduction to Research Methods,yes,Fieldwork,medium,poor,The Structure of Scientific Revolutions,Academic Research and Teaching,job,yes,no,Religion-Spirituality,salary,stubborn,work,hard worker,no,Scientist
62,6,9,3,1,6,no,yes,Associate Chartered Banker (ACIB),no,Fieldwork,medium,poor,Financial Markets,Investment Banking,job,no,no,Biographies,salary,stubborn,work,hard worker,no,Banker
60,4,5,2,8,9,no,no,Pharmacy Technician Certification (CPhT),yes,RemoteWork,poor,medium,Pharmacology,Clinical Pharmacy,job,yes,no,Mystery,salary,gentle,salary,hard worker,yes,Pharmacy
92,10,8,3,1,1,no,yes,Sports First Aid Certification,no,Fieldwork,poor,medium,Sports Management and Administration,Sports Medicine and Athletic Training,job,yes,yes,Biographies,salary,gentle,salary,hard worker,no,Sports person
77,8,4,4,1,8,no,yes,Coursera: Foundations of Business Strategy,no,OfficeBased,poor,excellent,Master the Art of Business,Management Consulting,higherstudies,yes,no,Encyclopedias,salary,stubborn,salary,smart worker,yes,MBA
76,11,8,4,6,4,no,no,Certificate in Financial Markets,no,OfficeBased,poor,medium,Financial Statement Analysis,Financial Analysis,job,yes,no,Horror,Work,stubborn,salary,hard worker,yes,Stock Investor
71,8,3,6,6,5,yes,yes,Investopedia: Stock Market Investing Course,no,RemoteWork,excellent,poor,Financial Statement Analysis,Financial Analysis,job,no,yes,History,Work,stubborn,work,hard worker,no,Stock Investor
69,12,9,6,3,2,yes,no,Certified Nursing Assistant (CNA),no,OfficeBased,poor,poor,Medical Ethics and Professionalism,Medical Research,higherstudies,yes,yes,Travel,Work,gentle,salary,smart worker,yes,Doctor
64,12,7,4,3,7,yes,no,Associate Chartered Banker (ACIB),yes,Fieldwork,excellent,medium,Corporate Finance,Investment Banking,job,yes,no,Biographies,salary,gentle,work,smart worker,no,Banker
72,9,3,1,2,9,no,no,First Aid and CPR Certification,yes,OfficeBased,excellent,medium,Medical Ethics and Professionalism,Public Health,job,no,yes,Satire,Work,gentle,work,hard worker,no,Doctor
91,7,7,3,9,7,no,no,Diploma in Accounting,no,OfficeBased,excellent,poor,Financial Analytics and Data Visualization,Financial Planning and Analysis,higherstudies,no,no,Guide,salary,stubborn,salary,hard worker,no,Accountant
62,11,8,1,4,2,yes,no,Diploma in Pharmaceutical Sciences,yes,OfficeBased,medium,medium,Pharmaceutical Chemistry,Pharmaceutical Research and Development,higherstudies,yes,yes,Guide,salary,gentle,work,smart worker,yes,Pharmacy
61,12,1,6,2,5,no,yes,Pharmacy Technician Certification (CPhT),no,Fieldwork,medium,poor,Pharmaceutical Chemistry,Pharmaceutical Research and Development,job,no,yes,Fantasy,Work,stubborn,salary,hard worker,yes,Pharmacy
87,7,3,0,2,9,no,yes,Diploma in Accounting,yes,RemoteWork,excellent,medium,Financial Analytics and Data Visualization,International Taxation and Compliance,job,yes,yes,Mystery,Work,gentle,salary,hard worker,no,Accountant
60,12,4,1,9,8,yes,no,Certificate in Banking and Finance,yes,RemoteWork,poor,medium,Corporate Finance,Private Wealth Management,job,yes,no,Action and Adventure,salary,stubborn,work,smart worker,no,Banker
60,7,7,4,6,1,no,yes,Diploma in Pharmaceutical Sciences,no,RemoteWork,medium,poor,Pharmacology,Clinical Pharmacy,job,no,yes,History,salary,stubborn,salary,hard worker,yes,Pharmacy
75,8,8,4,6,6,no,yes,Certificate in Legal Studies,no,OfficeBased,medium,poor,Legal Research and Writing,Litigation,job,no,yes,Childrens,salary,stubborn,work,smart worker,no,Lawyer
66,5,3,4,5,2,no,no,Unity Certified User,yes,OfficeBased,poor,excellent,Game Programming Patterns,Game Programming,job,no,yes,Travel,salary,stubborn,work,smart worker,yes,Game Developer
64,11,1,1,8,3,yes,no,Diploma in Pharmaceutical Sciences,yes,RemoteWork,poor,excellent,Pharmaceutical Chemistry,Clinical Pharmacy,higherstudies,yes,no,Health,salary,gentle,work,hard worker,no,Pharmacy
80,9,2,6,3,5,no,yes,Coursera: Foundations of Business Strategy,yes,Fieldwork,excellent,poor,Master the Art of Business,Entrepreneurship and Startup Management,job,yes,yes,Guide,Work,gentle,salary,smart worker,yes,MBA
66,7,1,0,4,7,no,yes,Pharmacy Technician Certification (CPhT),no,RemoteWork,excellent,poor,Pharmaceutical Chemistry,Pharmaceutical Research and Development,job,yes,yes,Health,salary,stubborn,work,hard worker,no,Pharmacy
85,8,2,6,6,3,no,yes,Coursera: Introduction to Research Methods,yes,OfficeBased,excellent,medium,The Structure of Scientific Revolutions,Academic Research and Teaching,higherstudies,yes,no,Science,salary,gentle,salary,smart worker,no,Scientist
84,5,7,0,4,3,yes,no,Teaching Certificate/License,no,RemoteWork,poor,poor,Curriculum Development and Instructional Design,Education Policy and Advocacy,job,no,no,Travel,salary,gentle,salary,smart worker,yes,Teacher
74,5,8,1,8,3,no,yes,Certificate in Financial Markets,yes,OfficeBased,poor,excellent,The Intelligent Investor,Portfolio Management,job,yes,no,Mystery,Work,gentle,work,smart worker,no,Stock Investor
61,4,9,5,8,4,yes,yes,Unity Certified User,yes,OfficeBased,poor,medium,Game Programming Patterns,Game Programming,higherstudies,no,yes,Self help,salary,gentle,salary,hard worker,yes,Game Developer
64,4,5,5,6,4,no,yes,Unity Certified User,no,RemoteWork,excellent,medium,Unity in Action,Game Design,job,yes,no,Satire,Work,stubborn,salary,hard worker,yes,Game Developer
79,9,8,3,9,8,yes,no,Certificate in Business Administration,no,OfficeBased,medium,medium,The Lean Startup,Entrepreneurship and Startup Management,higherstudies,no,no,History,Work,gentle,salary,smart worker,no,MBA
85,11,1,0,7,1,yes,yes,Certified SolidWorks Associate (CSWA),no,OfficeBased,medium,poor,Mathematics and Applied Mathematics,Artificial Intelligence and Machine Learning,job,no,yes,Autobiographies,Work,stubborn,salary,hard worker,yes,Engineer
94,8,2,1,7,5,no,no,Certificate in Laboratory Techniques,yes,OfficeBased,excellent,medium,The Structure of Scientific Revolutions,Research and Development,higherstudies,no,yes,Series,Work,stubborn,salary,smart worker,yes,Scientist
88,12,4,2,2,1,yes,yes,Certificate in Laboratory Techniques,yes,OfficeBased,poor,poor,The Structure of Scientific Revolutions,Research and Development,job,yes,no,Series,Work,stubborn,salary,hard worker,no,Scientist
90,12,7,0,4,3,no,yes,Certified Accounting Technician (CAT),no,OfficeBased,medium,medium,Forensic Accounting,Financial Planning and Analysis,higherstudies,no,no,Drama,Work,gentle,work,hard worker,no,Accountant
76,8,9,6,8,5,yes,no,Certificate in Legal Studies,yes,Fieldwork,poor,poor,Constitutional Law,Corporate Law,higherstudies,no,yes,Biographies,salary,gentle,salary,smart worker,no,Lawyer
73,11,4,0,3,5,yes,yes,Investopedia: Stock Market Investing Course,no,OfficeBased,excellent,medium,Financial Statement Analysis,Financial Analysis,job,no,yes,Horror,Work,gentle,salary,hard worker,yes,Stock Investor
92,12,8,5,4,3,yes,yes,Sports First Aid Certification,no,RemoteWork,poor,poor,Sports Science and Exercise Physiology,Sports Marketing and Sponsorship,job,no,yes,Childrens,Work,stubborn,work,smart worker,yes,Sports person
88,7,4,2,2,9,yes,yes,Certificate in Laboratory Techniques,yes,OfficeBased,poor,poor,Lab Girl,Research and Development,job,no,no,Romance,salary,stubborn,salary,hard worker,yes,Scientist
69,7,2,0,3,4,yes,no,Certificate in Financial Markets,yes,Fieldwork,excellent,medium,The Intelligent Investor,Financial Analysis,higherstudies,no,yes,Health,Work,stubborn,work,hard worker,no,Stock Investor
84,6,8,5,5,2,no,yes,Certificate in Business Administration,yes,Fieldwork,medium,excellent,Master the Art of Business,Entrepreneurship and Startup Management,higherstudies,no,no,Encyclopedias,salary,stubborn,salary,hard worker,no,MBA
89,11,9,0,9,9,yes,no,Diploma in Accounting,no,Fieldwork,poor,excellent,Financial Analytics and Data Visualization,Financial Planning and Analysis,higherstudies,yes,no,Fantasy,salary,gentle,work,smart worker,yes,Accountant
89,9,7,1,7,6,no,yes,Certified Accounting Technician (CAT),yes,OfficeBased,medium,medium,Financial Analytics and Data Visualization,International Taxation and Compliance,job,no,no,Fantasy,Work,stubborn,work,smart worker,no,Accountant
67,10,8,4,1,4,yes,yes,Unity Certified User,yes,OfficeBased,excellent,poor,Game Programming Patterns,Game Design,job,yes,yes,Self help,salary,stubborn,work,smart worker,yes,Game Developer
91,4,6,6,6,2,yes,no,Certificate in Laboratory Techniques,yes,OfficeBased,excellent,poor,The Structure of Scientific Revolutions,Research and Development,job,yes,yes,Prayer books,salary,gentle,salary,hard worker,yes,Scientist
94,8,9,6,5,9,no,yes,Diploma in Accounting,no,RemoteWork,excellent,excellent,Financial Analytics and Data Visualization,International Taxation and Compliance,higherstudies,no,no,Guide,salary,stubborn,work,hard worker,yes,Accountant
80,10,8,2,5,5,yes,yes,AutoCAD Certification,yes,RemoteWork,excellent,poor,Physics and Mechanics,Product Engineer,job,no,yes,Cookbooks,Work,stubborn,salary,smart worker,no,Engineer
72,5,2,6,6,9,yes,no,Certified Nursing Assistant (CNA),no,Fieldwork,medium,excellent,Human Anatomy and Physiology,Public Health,higherstudies,no,yes,Science,salary,stubborn,work,hard worker,yes,Doctor
65,7,1,6,2,3,yes,yes,Diploma in Pharmaceutical Sciences,yes,OfficeBased,excellent,poor,Pharmaceutical Chemistry,Clinical Pharmacy,higherstudies,yes,yes,Health,salary,stubborn,work,smart worker,yes,Pharmacy
79,8,4,4,4,8,yes,no,AutoCAD Certification,yes,RemoteWork,excellent,poor,Mathematics and Applied Mathematics,Product Engineer,higherstudies,yes,yes,Anthology,salary,gentle,salary,smart worker,no,Engineer
91,7,1,3,4,5,yes,yes,Certificate in Laboratory Techniques,no,RemoteWork,poor,medium,Lab Girl,Research and Development,higherstudies,no,no,Trilogy,Work,stubborn,work,smart worker,no,Scientist
81,12,7,5,1,4,yes,no,Certificate in Business Administration,yes,RemoteWork,excellent,poor,The Lean Startup,Entrepreneurship and Startup Management,higherstudies,no,no,Diaries,salary,stubborn,salary,smart worker,yes,MBA
86,9,3,0,7,9,no,yes,Certificate in Laboratory Techniques,no,OfficeBased,poor,poor,The Structure of Scientific Revolutions,Research and Development,job,no,no,Self help,salary,gentle,work,smart worker,no,Scientist
91,9,7,3,8,7,yes,no,Diploma in Accounting,yes,OfficeBased,medium,excellent,Forensic Accounting,Financial Planning and Analysis,job,yes,no,Mystery,salary,gentle,work,hard worker,yes,Accountant
